text,target,category,polarity,from,to,id,_rid,target,category,polarity,from,to,text,target,category,polarity,from,to,id,text,target,category,polarity,from,to,id,text,target,category,polarity,from,to,id,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,text,target,category,polarity,from,to,id,text,target,category,polarity,from,to,id,text,target,category,polarity,from,to,id,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to
IPETS@Lavender - behind V-Hotel #02-178.,,,,,,212:00:00,212,,,,,,Great deals for pets cage/food & other stuffs!!,,,,,,212:01:00,Rabbits/Chinchilla/GuineaPig/Hamster.,,,,,,212:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This place is useless, had very disappointing service.Quality & Quantity of food is worst but the cost is like 5 star Hotel.Never ever recommend this place to anyone, total waste of money :(",place,RESTAURANT#GENERAL,negative,5,10,213:00:00,213,service,SERVICE#GENERAL,negative,46,53,,,,,,,,,,,,,,,,,,,,,,,,,,,food,FOOD#QUALITY,negative,76,80,food,FOOD#STYLE_OPTIONS,negative,76,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESTAURANT#PRICES,negative,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Great place for a quiet lunch near the perimeter that is NOT a chain or forcing you to fight traffic.,place,RESTAURANT#GENERAL,positive,6,11,214:00:00,214,,,,,,The salads here are the best!,salads,FOOD#QUALITY,positive,4,10,214:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Possibly the best bistro in Brooklyn.,bistro,RESTAURANT#GENERAL,positive,18,24,215:00:00,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Awesome cajun chicken + gumbo.,cajun chicken + gumbo,FOOD#QUALITY,positive,8,29,216:00:00,216,,,,,,Order the beignets (suggested by Becky)-you will not be disappointed,beignets,FOOD#QUALITY,positive,10,18,216:01:00,,,,,,,,,,,,,,,Becky,SERVICE#GENERAL,positive,33,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Try the orange chicken!!,orange chicken,FOOD#QUALITY,positive,8,22,217:00:00,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nice shisha .. give it a try.,shisha,FOOD#QUALITY,positive,5,11,218:00:00,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best coffee on the NH-45,coffee,DRINKS#QUALITY,positive,5,11,219:00:00,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAZEBALLS!,,,,,,220:00:00,220,,,,,,Get the cheese plate.,cheese plate,FOOD#QUALITY,positive,8,20,220:01:00,Best $12 I have ever spent.,,RESTAURANT#GENERAL,positive,0,0,220:02:00,,,,,,,,,,,,,,,,,,,,,,,,RESTAURANT#PRICES,positive,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biryani at this place makes you feel like at Hyderabad,Biryani,FOOD#QUALITY,positive,0,7,221:00:00,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The ice cream is fantastic and it's cheaper than Grom.,ice cream,FOOD#QUALITY,positive,4,13,222:00:00,222,,RESTAURANT#PRICES,positive,0,0,One of my top 3 ice creams in torino.,ice creams,FOOD#QUALITY,positive,16,26,222:01:00,Chantilly and Nocciola variegato gianduja.,Chantilly and Nocciola variegato gianduja,FOOD#QUALITY,positive,0,41,222:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baristar here r quiet good...,Baristar,RESTAURANT#GENERAL,positive,0,8,223:00:00,223,,,,,,Smooth hot coffee...,coffee,DRINKS#QUALITY,positive,11,17,223:01:00,"Nice food, special here r buy 2 pints FREE 1 pints only at RM42++ add 1 more tips here is Segafredo WiFi password is ""sega123456789""",food,FOOD#QUALITY,positive,5,9,223:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nusr-et marine etmeden dover bunu:) Empaladas and baby goat(*) nice; but steak disappointing! try argentine wine; any malbec!...,Empaladas,FOOD#QUALITY,positive,36,45,224:00:00,224,baby goat,FOOD#QUALITY,positive,50,59,,,,,,,,,,,,,,,,,,,,,,,,,,,steak,FOOD#QUALITY,negative,73,78,argentine wine,DRINKS#QUALITY,positive,98,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malbec,DRINKS#QUALITY,positive,118,124,,,,,,,,,,,,,,,,,,,,,,,,,
Sundays kids eat free!,,RESTAURANT#PRICES,positive,0,0,225:00:00,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buy two venties and 1lb of coffee and get the venties free .,,,,,,226:00:00,226,,,,,,Woo hoo,,,,,,226:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gourmet Mexican food with nearly 300 tequilas to choose from, descriptions which can be easily accessed on the iPad menus, will be great to drink on the seaside deck (note: don't drop the menu).",tequilas,DRINKS#STYLE_OPTIONS,positive,37,45,227:00:00,227,seaside deck,LOCATION#GENERAL,positive,153,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The ¥200 extra ser includes choice among five side dishes and drinks - good deal in addition to three sizes of taco rice.,choice,FOOD#STYLE_OPTIONS,positive,28,34,228:00:00,228,taco rice,FOOD#STYLE_OPTIONS,positive,111,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOOD#PRICES,positive,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open till 11:55 so amazing!,,RESTAURANT#MISCELLANEOUS,positive,0,0,229:00:00,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duck salad recommended,Duck salad,FOOD#QUALITY,positive,0,10,230:00:00,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coffee is the best at this place..costly though,Coffee,DRINKS#QUALITY,positive,0,6,231:00:00,231,,DRINKS#PRICES,negative,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Try the chocolate cheese cake..,chocolate cheese cake,FOOD#QUALITY,positive,8,29,232:00:00,232,,,,,,It's delicious,,FOOD#QUALITY,positive,0,0,232:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gluten free friendly and I can actually order just about anything for my fiancé here that is available to everyone else!,,FOOD#STYLE_OPTIONS,positive,0,0,233:00:00,233,,,,,,Love how caring they are about allergies!,,RESTAURANT#MISCELLANEOUS,positive,0,0,233:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A review in haiku: They have lots of meat | The filet tastes amazing | Food baby, I have....",meat,FOOD#STYLE_OPTIONS,positive,37,41,234:00:00,234,filet,FOOD#QUALITY,positive,48,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Order ahead at chipotle.com (or using their iPhone app) to bypass the line!,,,,,,235:00:00,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homemade cakes in the restaurant are to die for.,cakes,FOOD#QUALITY,positive,9,14,236:00:00,236,,,,,,Gorgeous .,,FOOD#QUALITY,positive,0,0,236:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quesadilla is to die for here!!!,Quesadilla,FOOD#QUALITY,positive,0,10,237:00:00,237,,,,,,I keep on coming back just for that!,,FOOD#QUALITY,positive,0,0,237:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 crepes made in 40+ minutes.,,SERVICE#GENERAL,negative,0,0,238:00:00,238,,,,,,Make sure you have PLENTY of time to eat.,,SERVICE#GENERAL,negative,0,0,238:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excellent western food.,food,FOOD#QUALITY,positive,18,22,239:00:00,239,,,,,,Served traditional style.,,,,,,239:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big oysters and a good po boy.,oysters,FOOD#STYLE_OPTIONS,positive,4,11,240:00:00,240,po boy,FOOD#QUALITY,positive,23,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Too expensive for average menu,,RESTAURANT#PRICES,negative,0,0,241:00:00,241,menu,FOOD#QUALITY,neutral,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pricey, but delicious.",,FOOD#PRICES,positive,0,0,242:00:00,242,,FOOD#QUALITY,positive,0,0,Treat yourself!,,,,,,242:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seriously best buffet I've ever been too.,buffet,RESTAURANT#GENERAL,positive,15,21,243:00:00,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The drive thru is the weirdest configured drive thru - odd curve to get to window!,,RESTAURANT#MISCELLANEOUS,negative,0,0,244:00:00,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My first job back when I was a teenager was here!,,,,,,245:00:00,245,,,,,,Pretty much everything is good.,,FOOD#QUALITY,positive,0,0,245:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Great service, good matcha tea",service,SERVICE#GENERAL,positive,6,13,246:00:00,246,matcha tea,DRINKS#QUALITY,positive,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One of my favourite Starbucks stores in San Antonio!,Starbucks,RESTAURANT#GENERAL,positive,20,29,247:00:00,247,,,,,,"Excellent (and friendly) staff, very clean, and usually just busy enough.",staff,SERVICE#GENERAL,positive,25,30,247:01:00,,,,,,,,,,,,,,,,AMBIENCE#GENERAL,positive,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ladies dresses Only. :/,,,,,,248:00:00,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Try the Crispy Fried Smelts,Crispy Fried Smelts,FOOD#QUALITY,positive,8,27,249:00:00,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 to 6 most days - great music with the Happy Hour,music,AMBIENCE#GENERAL,positive,25,30,250:00:00,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Been here lots of times.,,RESTAURANT#GENERAL,positive,0,0,251:00:00,251,,,,,,Slowest starbucks ever.,,SERVICE#GENERAL,positive,0,0,251:01:00,"Don't go inside for service, use drive thru.",service,SERVICE#GENERAL,negative,20,27,251:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I love this ;-),I love this ;-),RESTAURANT#GENERAL,positive,0,15,252:00:00,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This place is closed,,,,,,253:00:00,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I don't recommend buying Pico de Gallo fruit here.,,,,,,254:00:00,254,,,,,,"It's expensive, 7 bucks for a large and they don't put all the fruit that the list says.",,,,,,254:01:00,You're better off buying the fruit from the paisas.,,,,,,254:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It has moved to the Umami steamboat shop.,,,,,,255:00:00,255,,,,,,Found alot of baby cockroaches on the wall and even ur dining table!,cockroaches,AMBIENCE#GENERAL,negative,19,30,255:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Very friendly service.,service,SERVICE#GENERAL,positive,14,21,256:00:00,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
""" White chocolate mocha "" denemeye değer :)",,,,,,257:00:00,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple pie and crab cake :smiling_face_with_heart-eyes:,Apple pie,FOOD#QUALITY,positive,0,9,258:00:00,258,crab cake,FOOD#QUALITY,positive,14,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The coffee here is great, they have an extensive menu with a lot of good food, serve breakfast all day, are open until midnight, and have free wifi.",coffee,DRINKS#QUALITY,positive,4,10,259:00:00,259,menu,FOOD#STYLE_OPTIONS,positive,49,53,"The waitstaff is crazy, but fun.",waitstaff,SERVICE#GENERAL,positive,4,13,259:01:00,I love it here.,,RESTAURANT#GENERAL,positive,0,0,259:02:00,,,,,,,,waitstaff,SERVICE#GENERAL,positive,4,13,food,FOOD#QUALITY,positive,73,77,,SERVICE#GENERAL,positive,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESTAURANT#MISCELLANEOUS,positive,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Fabulous new fit out and even better coffee!,coffee,DRINKS#QUALITY,positive,37,43,260:00:00,260,fit out,AMBIENCE#GENERAL,positive,13,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The window is s good place to people watch,window,LOCATION#GENERAL,positive,4,10,261:00:00,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The lunch special is a great price and the rolls are delicious.,rolls,FOOD#QUALITY,positive,43,48,262:00:00,262,special,FOOD#PRICES,positive,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One of the best coffee in the area beautiful shop,coffee,DRINKS#QUALITY,positive,16,22,263:00:00,263,shop,AMBIENCE#GENERAL,positive,45,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best coffee in town.,coffee,DRINKS#QUALITY,positive,5,11,264:00:00,264,,,,,,Friendly service too!,service,SERVICE#GENERAL,positive,9,16,264:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best Burgers in town!,Burgers,FOOD#QUALITY,positive,5,12,265:00:00,265,,,,,,Everything is so fresh and delicious!,,FOOD#QUALITY,positive,0,0,265:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My favorite chinese resteraunt....,resteraunt,RESTAURANT#GENERAL,positive,20,30,266:00:00,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avoid the diner it s expensive and not really good!,diner,FOOD#QUALITY,negative,10,15,267:00:00,267,diner,FOOD#PRICES,negative,10,15,Bug deception,Bug,AMBIENCE#GENERAL,positive,0,3,267:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pumpkin cream cheese donuts rock!,Pumpkin cream cheese donuts,FOOD#QUALITY,positive,0,27,268:00:00,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great food...slow service.,food,FOOD#QUALITY,positive,6,10,269:00:00,269,service,SERVICE#GENERAL,negative,18,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Must try the vege tomyam curry mee!,vege tomyam curry mee,FOOD#QUALITY,positive,13,34,270:00:00,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One of the few chain places I know that do a Cortado,places,RESTAURANT#MISCELLANEOUS,neutral,21,27,271:00:00,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best buffet and variety is huge!! <3,buffet,FOOD#QUALITY,positive,5,11,272:00:00,272,,FOOD#STYLE_OPTIONS,positive,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESTAURANT#GENERAL,positive,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best diner in the area.,diner,FOOD#QUALITY,positive,5,10,273:00:00,273,,,,,,Good food and friendly service.,food,FOOD#QUALITY,positive,5,9,273:01:00,Their corned beef breakfast is awesome.,corned beef breakfast,FOOD#QUALITY,positive,6,27,273:02:00,,,,,,,,service,SERVICE#GENERAL,positive,23,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great place...,place,RESTAURANT#GENERAL,positive,6,11,274:00:00,274,,,,,,Great food...,food,FOOD#QUALITY,positive,6,10,274:01:00,You gotta go!,,RESTAURANT#GENERAL,positive,0,0,274:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
always like cuppa,cuppa,RESTAURANT#GENERAL,positive,12,17,275:00:00,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Believe it or not, all the sandwiches that are made in the back where the Deli is are so fresh and delicious especially the hot subs, and the cold cuts you can't beat it.",cold cuts,FOOD#QUALITY,positive,142,151,276:00:00,276,hot subs,FOOD#QUALITY,positive,124,132,Pricing is very reasonable!,,RESTAURANT#PRICES,positive,0,0,276:01:00,,,,,,,,,,,,,,,,,,,,sandwiches,FOOD#QUALITY,positive,27,37,Deli,FOOD#QUALITY,positive,74,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just got in from australia about a week ago and this is an exact replica of what you'd see in Sydney or Melbourne.,,,,,,277:00:00,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If it's December and you didn't order a slice of Candy Cane Pie or Gingerbread Pie, you may want to seek out medical attention!",Candy Cane Pie,FOOD#QUALITY,positive,49,63,278:00:00,278,Gingerbread Pie,FOOD#QUALITY,positive,67,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Great Coffee, Can ring ahead to take away too.",Coffee,DRINKS#QUALITY,positive,6,12,279:00:00,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Had the 3-way cannelloni and it was really delicious!,3-way cannelloni,FOOD#QUALITY,positive,8,24,280:00:00,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Very popular...don't get there late unless you're prepared to wait for at least an hour...great food :),food :),FOOD#QUALITY,positive,96,103,281:00:00,281,,AMBIENCE#GENERAL,positive,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"lunch prix fixe is only $39, add the $10 for the pasta course!",lunch prix fixe,RESTAURANT#PRICES,positive,0,15,282:00:00,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Garlic Bread is delicious try it.. :),Garlic Bread,FOOD#QUALITY,positive,4,16,283:00:00,283,,RESTAURANT#GENERAL,positive,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
best ever appetizer!skillet chip nachos!yum!,appetizer,FOOD#QUALITY,positive,10,19,284:00:00,284,skillet chip nachos,FOOD#QUALITY,positive,20,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the Pescado Burrito is excellent,Pescado Burrito,FOOD#QUALITY,positive,4,19,285:00:00,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
