rid,sentences__sentence__text,sentences__sentence__Opinions__Opinion__category,sentences__sentence__Opinions__Opinion__polarity
,Any of those are way simpler to use than Apple's Mountain Lion operating system.,,
,Mac is complicated and frustrating at moments.,OS#DESIGN_FEATURES,negative
,,OS#USABILITY,negative
,I watched tutorials and that helped somewhat but not enough.,OS#USABILITY,negative
,I'm a small business owner and a productivity aspect is very important to me.,,
,Windows operating system is a superior product by far.,,
,It's actually very obvious.,,
,Just look at a market share between the two concepts.,,
,I should have known better.,LAPTOP#GENERAL,negative
,I hope you don't make the same mistake...,LAPTOP#GENERAL,negative
B0074703CM_257_ANONYMOUS,"When I first got the computer, I noticed the tracking pad was hard to click.",MOUSE#USABILITY,negative
,This was my first Mac so I wasn't familiar with how it was suppose to feel.,,
,After using my friend's computer I knew something was wrong.,,
,I took my Macbook to the Apple store and they had to replace the battery after 1 month of use since it was swelling.,BATTERY#QUALITY,negative
,They tried to tell me that the battery wasn't covered by the warranty and it costs about $150 to replace.,SUPPORT#QUALITY,negative
,They ended up not charging me.,SUPPORT#QUALITY,neutral
,"Other than that battery issue and the battery life does not last too long, I'm pretty happy with the computer.",BATTERY#QUALITY,negative
,,BATTERY#OPERATION_PERFORMANCE,negative
,,LAPTOP#GENERAL,positive
B0074703CM_282_ANONYMOUS,I'm a designer turned front-end developer and this computer is unusable for front-end development.,LAPTOP#MISCELLANEOUS,negative
,I have a production PC which was much less expensive and way underspeced compared to this Mac.,,
,"Opening photoshop takes FOooooooRRREVER, as do all programs that do not begin with an 'i'.",SOFTWARE#OPERATION_PERFORMANCE,negative
,,LAPTOP#USABILITY,negative
,The free upgrade to Mountain Lion FAILED.,OS#MISCELLANEOUS,negative
,FAILED.,,
,It tried to boot up and the screen just flashed over and over and over again.,DISPLAY#OPERATION_PERFORMANCE,negative
,"Before and after I resolved that issue, I saw the damn 'beachball' all the time as the computer tries to figure out what the hell it's doing while I wait for it.",LAPTOP#OPERATION_PERFORMANCE,negative
,I spend so much time waiting for it.,LAPTOP#OPERATION_PERFORMANCE,negative
,"Although its display is bright and vibrant the OS so unusable for work, I have moved back to the older, and still over performing PC.",,
,"The only thing I use this computer for is a Safari tester, and Safari is awful compared to Chrome.",,
,I can't believe people like these computers.,LAPTOP#GENERAL,negative
,,COMPANY#GENERAL,negative
,"Now that they are not virus free ([...]l) I see absolutely no benefit to Apple products as they are slower, more expensive, and do not last as long.",LAPTOP#OPERATION_PERFORMANCE,negative
,,LAPTOP#PRICE,negative
,,LAPTOP#QUALITY,negative
,,COMPANY#GENERAL,negative
B00LNFCADQ_5_ALWWKZCL1CKGD,Don't waste your money.,LAPTOP#GENERAL,negative
,"My HP seemed great at first, then the problems started.....wireless adapter would just &quot;disappear&quot; and the system said it didn't have a network card.",LAPTOP#GENERAL,negative
,,LAPTOP#CONNECTIVITY,negative
,"Sometimes it comes back, sometimes not.",LAPTOP#CONNECTIVITY,negative
,HP was NO help.,SUPPORT#QUALITY,negative
,"The lettering wore off the keys, so you better be able to type blind.",KEYBOARD#QUALITY,negative
,,KEYBOARD#USABILITY,negative
,"The battery lasted 12 months, then pffft.....gone.",BATTERY#QUALITY,negative
,My bud had the same problem.,,
,The aftermarket battery seems better than HP's.,,
,"When I had a boot up issue, the HP recovery didn't work.",LAPTOP#MISCELLANEOUS,negative
,"The disks I made wouldn't work.....HP support stated &quot;we're a hardware company, not a software company.&quot;",LAPTOP#MISCELLANEOUS,negative
,,SUPPORT#QUALITY,negative
,Microsoft support says to contact the manufacturer....HP.,,
,Then there was a power cord recall....HP never notified us.....and we did register......never again.,COMPANY#GENERAL,negative
,"I had issues with ACER, but my Dell's just seem to keep going.",,
,I switched to an Apple Airbook and LOVE it.,,
,"Fewer security issues, no he said, she said between the Software and hardware companies, and it works.......",,
,"BTW, I have far fewer security hack issues, too.",,
,"I don't have the inclination or time to devote to a companies tech support, search functions, or hold times.....dropped the HP and never looked back.",LAPTOP#GENERAL,negative
,,COMPANY#GENERAL,negative
B0074703CM_6_ANONYMOUS,I gave this product 5 stars because I have been looking for a MacBook Pro for a long time and I found it here for a wonderful price.,LAPTOP#PRICE,positive
,,LAPTOP#GENERAL,positive
,"I have used this product for only 2 days, but I can't wait to use it more.",LAPTOP#GENERAL,positive
,I really like Mac/Apple products because of their operating system.,OS#GENERAL,positive
,,COMPANY#GENERAL,positive
,"I have been a Linux (Ubuntu and Fedora) user for a while because Windows doesn't appeal to me and it is similar to Ubuntu and Fedora but with trackpad gestures, notification center, and I can run iTunes (I couldn't get it to run on Linux).",,
,I can tweet and use Facebook from the sidebar which is really nice.,OS#USABILITY,positive
,"I also like I have the option to push calendars, photos, and contacts to an iPad, iPod Touch, or iPhone (if I had any of those).",OS#USABILITY,positive
,The only thing I have had trouble with so far is transferring music to iTunes which I would have liked to do though &amp;#34;Home Sharing&amp;#34; (I used iTunes on a computer separate from my Linux computer) but I could not figure that out.,SOFTWARE#USABILITY,negative
,I just ended up using my iPod to transfer my iTunes music and I re-downloaded my Amazon music (losing my ratings).,SOFTWARE#USABILITY,negative
,"I would recommend this product to anyone having trouble typing on their iOS products, though there are cheaper options; any new computer users, as it is easy to learn; and anyone who needs to be efficient, as the gestures make it very easy to multitask.",,
,I have not tried gaming on it but I have heard that Mac/Apple does not do games well.,LAPTOP#MISCELLANEOUS,negative
,I plan on using my MacBook Pro for a long time.,LAPTOP#GENERAL,positive
B0074703CM_173_ANONYMOUS,"When I decided to buy my first computer, I wish I had bought a Mac first.",LAPTOP#GENERAL,positive
,"If the price doesn't deter you, you'll find it well worth it in terms of trouble-free operation.",LAPTOP#PRICE,negative
,,LAPTOP#OPERATION_PERFORMANCE,positive
,"I've had it for more than a year, and I've found that no anti-virus software is needed, as long as you don't download anything without being 100% sure that it's from a legitimate source.",LAPTOP#QUALITY,positive
,(Updates and plug-ins should also be treated with caution; it's a good idea to Google first and see whether other users have had problems with these items.),,
,From time to time I get the 'spinning beach ball' that holds up progress.,LAPTOP#OPERATION_PERFORMANCE,negative
,I can almost always fix that quickly by clicking on the 'Show all bookmarks' icon (the open book icon at the upper left).,LAPTOP#USABILITY,positive
,"Once in a long while that doesn't work; in that case I turn the computer off, then on again, and sign in -- problem solved.",LAPTOP#USABILITY,neutral
,"I'll leave the more technical aspects to those more knowledgeable than myself, and just conclude by saying that I'm delighted with my purchase.",LAPTOP#GENERAL,positive
,P.S.: A friend who knows a great deal about computers started with Windows; then he bought a Mac Mini.,,
,For a time he used both; now he uses his Mac exclusively.,,
,Nuff said?,,
B00L156USY_7_ANONYMOUS,Received this item and everything is great except that my touchpad is reversed.,LAPTOP#GENERAL,positive
,,MOUSE#OPERATION_PERFORMANCE,negative
,To go left I have to go right and vice versa and to go up I have to go down.,MOUSE#OPERATION_PERFORMANCE,negative
,,MOUSE#USABILITY,negative
,When I attach a mouse it's fine but the touchpad is really annoying.,MOUSE#USABILITY,negative
,I went through the settings and there isn't a way to fix it.,MOUSE#USABILITY,negative
,Thinking I received the laptop with a faulty touchpad driver installed.,,
,"If anyone can help me out on this, that would be great.",,
,"It's a great laptop, but right now it's annoying to use the touchpad.",LAPTOP#GENERAL,positive
,,MOUSE#USABILITY,negative
en_BlueRibbonSushi_478218171,Yum!,FOOD#QUALITY,positive
,Serves really good sushi.,FOOD#QUALITY,positive
,Not the biggest portions but adequate.,FOOD#STYLE_OPTIONS,neutral
,Green Tea creme brulee is a must!,FOOD#QUALITY,positive
,Don't leave the restaurant without it.,FOOD#QUALITY,positive
en_BlueRibbonSushi_478218345,No Comparison,RESTAURANT#GENERAL,positive
,– I can't say enough about this place.,RESTAURANT#GENERAL,positive
,It has great sushi and even better service.,FOOD#QUALITY,positive
,,SERVICE#GENERAL,positive
,The entire staff was extremely accomodating and tended to my every need.,SERVICE#GENERAL,positive
,I've been to this restaurant over a dozen times with no complaints to date.,RESTAURANT#GENERAL,positive
en_SchoonerOrLater_477965690,Snotty Attitude,SERVICE#GENERAL,negative
,– We were treated very rudely here one time for breakfast.,SERVICE#GENERAL,negative
,The owner is belligerent to guests that have a complaint.,SERVICE#GENERAL,negative
en_SchoonerOrLater_477965849,Good food!,FOOD#QUALITY,positive
,– We love breakfast food.,,
,This is a great place to get a delicious meal.,FOOD#QUALITY,positive
,We never had to wait more than 5 minutes.,SERVICE#GENERAL,positive
,The staff is pretty friendly.,SERVICE#GENERAL,positive
,The onion rings are great!,FOOD#QUALITY,positive
,They are not greasy or anything.,FOOD#QUALITY,positive
en_PagodaRestaurant_478006817,Overrated,RESTAURANT#GENERAL,negative
,– I was highly disappointed in the food at Pagoda.,FOOD#QUALITY,negative
,"The lemon chicken tasted like sticky sweet donuts and the honey walnut prawns, the few they actually give you.....were not good.",FOOD#QUALITY,negative
,,FOOD#QUALITY,negative
,,FOOD#STYLE_OPTIONS,negative
,"The prices are outrageous, especially since the food was actually less satisfying than most neighborhood Chinese establishments.",,
,"Nice ambience, but highly overrated place.",AMBIENCE#GENERAL,positive
,,RESTAURANT#GENERAL,negative
,I will not go back.,RESTAURANT#GENERAL,negative
en_ParkChaletGardenRestaurant_477778282,Worst Service I Ever Had,SERVICE#GENERAL,positive
,– A group of 5 of us went there for Sunday brunch and sat outside.,,
,Everyone that sat in the back outside agreed that it was the worst service we had ever received.,SERVICE#GENERAL,negative
,"Our waiter was non-existent and after our food finally arrived over an hour after we ordered, we were not given any water or utensils.",SERVICE#GENERAL,negative
,"I complained to the manager, but he was not even apologetic.",SERVICE#GENERAL,negative
,I will never return again.,RESTAURANT#GENERAL,negative
en_MiopostoCaffe_478543071,Fabulous Italian Food!,FOOD#QUALITY,positive
,– I highly recommend Mioposto.,RESTAURANT#GENERAL,positive
,I am so happy to have a wonderful Italian restaurant in my neighborhood.,RESTAURANT#GENERAL,positive
,The wine list is wonderful and the food reminds me of my recent trip to Italy.,DRINKS#STYLE_OPTIONS,positive
,,FOOD#QUALITY,positive
en_Murphy's_478075040,I love this restaurant,RESTAURANT#GENERAL,positive
,"– I will never forget the amazing meal, service, and ambiance I experience at this restaurant.",FOOD#QUALITY,positive
,,SERVICE#GENERAL,positive
,,AMBIENCE#GENERAL,positive
,It was absolutely amazing.,RESTAURANT#GENERAL,positive
,"The wine list is incredible and extensive and diverse, the food is all incredible and the staff was all very nice, good at their jobs and cultured.",DRINKS#STYLE_OPTIONS,positive
,,FOOD#QUALITY,positive
,,SERVICE#GENERAL,positive
,I have not a bad thing to say about this place.,RESTAURANT#GENERAL,positive
,AMAZING.,RESTAURANT#GENERAL,positive
,I cannot wait to go back again this coming weekend!,RESTAURANT#GENERAL,positive
en_OpenSesame_477970939,Mmm... good!,RESTAURANT#GENERAL,positive
,– Went there last night with a friend.,,
,She had heard from a co-worker about this place.,,
,The food was great!,FOOD#QUALITY,positive
,"It's *very* reasonably priced, esp for the quality of the food.",FOOD#PRICES,positive
,,FOOD#QUALITY,positive
,I had the Kafta plate and it was perfect.,FOOD#QUALITY,positive
,We're going back. :D,RESTAURANT#GENERAL,positive
en_Sage_480875505,Finally a meal that you will remember for a long time!,FOOD#QUALITY,positive
,"– In a age of incremental cost cutting in restaurants, its nice to see a place that bucks that trend, and just plain delivers high quality food and good service, period.",FOOD#QUALITY,positive
,,SERVICE#GENERAL,positive
,This is the place to relax and enjoy the finest quality food the industry can offer.,AMBIENCE#GENERAL,positive
,,FOOD#QUALITY,positive
,Caution - its real food for people who love the best.,FOOD#QUALITY,positive
,Some of the food is clearly oriented toward foodies (like me) so if your not a foodie (nothing wrong with that)- head over to McDonalds or some Ruby Tuesday and have at it!,,
,"If your looking for real quality  (not the BS that is seen on yelp ratings - which allegedly recently got in trouble for ""adjusting"" ratings), you need to get in here!",,
en_BlueRibbonSushi_478218900,Very Disappointing,RESTAURANT#GENERAL,negative
,– I took my parents here for their anniversary-very very disappointed!!!,RESTAURANT#GENERAL,negative
,I liked the atmosphere very much but the food was not worth the price.,AMBIENCE#GENERAL,positive
,,FOOD#QUALITY,negative
,,FOOD#PRICES,negative
,I may not be a sushi guru but I can tell you that the food here is just okay and that there is not much else to it.,FOOD#QUALITY,negative
,"Rice is too dry, tuna wasn't so fresh either.",FOOD#QUALITY,negative
,,FOOD#QUALITY,negative
,Nothing really came across as outstanding.,FOOD#QUALITY,negative
,Very disappointed.,RESTAURANT#GENERAL,negative
en_BlueRibbonSushi_478219453,I have eaten here three times and have found the quality and variety of the fish to be excellent.,FOOD#QUALITY,positive
,,FOOD#STYLE_OPTIONS,positive
,"However, the value and service are both severely lacking.",SERVICE#GENERAL,negative
,,RESTAURANT#PRICES,negative
,"Portions contain less fish than one would expect, particularly since prices are in line with the best sushi places in NYC (Masa excluded, of course).",,
,"Furthermore, while the fish is unquestionably fresh, rolls tend to be inexplicably bland.",FOOD#QUALITY,positive
,,FOOD#QUALITY,negative
,The service ranges from mediocre to offensive.,SERVICE#GENERAL,negative
,"On a recent trip, our waiter was extremely dismissive, while no less than three staff members waited hand-and-foot on a pair of Japanese girls seated nearby.",SERVICE#GENERAL,negative
,,SERVICE#GENERAL,negative
,We were then charged for their most expensive sake ($20+ per serving) when we in fact drank a sake of less than half that price.,SERVICE#GENERAL,negative
,But Im sure this was just an honest mistake...,,
en_BlueRibbonSushi_479929856,Freshest sushi  – I love this restaurant.,FOOD#QUALITY,positive
,,RESTAURANT#GENERAL,positive
,They pay such detail to everything from miso soup to complex rolls.,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,The sashimi was the freshest and most tender I have ever tasted.,FOOD#QUALITY,positive
,Their apps are all delicious.,FOOD#QUALITY,positive
,The only drawback is that this place is really expensive and the portions are on the small side.,RESTAURANT#PRICES,negative
,,FOOD#STYLE_OPTIONS,negative
,"But the space is small and lovely, and the service is helpful.",AMBIENCE#GENERAL,positive
,,SERVICE#GENERAL,positive
,You are bound to have a very charming time.,RESTAURANT#GENERAL,positive
en_BlueRibbonSushi_478218901,Not recommanded!!!,RESTAURANT#GENERAL,negative
,– The food was not great & the waiters were rude.,FOOD#QUALITY,negative
,,SERVICE#GENERAL,negative
,It is not worth going at all and spend your money there!!!,RESTAURANT#GENERAL,negative
en_MercedesRestaurant_478010605,great service,SERVICE#GENERAL,positive
,– Pretty cheap for sit down Mexican AND downtown.,RESTAURANT#PRICES,positive
,,LOCATION#GENERAL,positive
,my service was stellar!,SERVICE#GENERAL,positive
,the bus boy even spotted that my table was shaking a stabilized it for me.,SERVICE#GENERAL,positive
,"food was fine, with a some little-tastier-than-normal salsa.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,If you're in the area you shouldn't be disappointed.,RESTAURANT#GENERAL,positive
en_MercedesRestaurant_480852899,Ok.... – Maybe I went in on someone's bad day....,RESTAURANT#GENERAL,negative
,"the food was great, the margaritas too but the waitress was too busy being nice to her other larger party than to take better care of my friend and me.",FOOD#QUALITY,positive
,,DRINKS#QUALITY,positive
,,SERVICE#GENERAL,negative
,"Took forever to get our order taken, water refills were too much to ask for and the only time she was fast was when we asked for our bill when we could get her attention.",SERVICE#GENERAL,negative
,I don't know if I'll be back....,RESTAURANT#GENERAL,negative
en_Patsy'sPizzeria_478231878,Mama Mia – I live in the neighborhood and feel lucky to live by such a great pizza place.,RESTAURANT#GENERAL,positive
,"the only problem is you really have to warm up the pizza before it's edible, even when you order ahead.",FOOD#QUALITY,negative
,"BUt once done, it's not too much dough, not too much cheese, not too much sauce.",FOOD#QUALITY,positive
en_BlueRibbonSushi_478218519,Best Sushi in town.,FOOD#QUALITY,positive
,Have gone to all the top places.,,
,"Everything you want and more, very fresh.",FOOD#QUALITY,positive
,,FOOD#STYLE_OPTIONS,positive
,"Its worth the wait, especially since they'll give you a call when the table is ready.",RESTAURANT#GENERAL,positive
,,SERVICE#GENERAL,positive
en_Ray'sBoathouse_477775919,The best calamari in Seattle!,FOOD#QUALITY,positive
,– ...and the best summertime deck experience--they will even bring you a blanket if you get cold in the Seattle evening weather.,AMBIENCE#GENERAL,positive
,,SERVICE#GENERAL,positive
,A perfect place to take out of town guests any time of the year.,RESTAURANT#GENERAL,positive
en_ProfessorThom's_478606540,"Endless fun, awesome music, great staff!!!",AMBIENCE#GENERAL,positive
,,SERVICE#GENERAL,positive
,,RESTAURANT#GENERAL,positive
,– By far the best bar in the east village...,RESTAURANT#GENERAL,positive
,I went there with some friends one night to play bingo and watch the sox game and it was a blast!,RESTAURANT#GENERAL,positive
,"Every time ""0-sixtynine"" is called the bartender buys everyone drinks!",SERVICE#GENERAL,positive
,Been there lots since and its always a good time.,RESTAURANT#GENERAL,positive
,Great draft and bottle selection and the pizza rocks.,FOOD#QUALITY,positive
,,DRINKS#STYLE_OPTIONS,positive
,Definitely has one of the best jukebox's i've seen in a long long time.,AMBIENCE#GENERAL,positive
en_ProfessorThom's_478606538,I FOUND A NEW HOME ON SECOND AVENUE!!!!!!!!!!!!,RESTAURANT#GENERAL,positive
,– Where can I begin.,,
,I can't!!!,,
,Just go there and see for yourself.,RESTAURANT#GENERAL,positive
,"The food is great, the bartenders go that extra mile.",FOOD#QUALITY,positive
,,SERVICE#GENERAL,positive
,"You need to watch your game, they will have it on for you.",SERVICE#GENERAL,positive
,The owners are great fun and the beer selection is worth staying for.,SERVICE#GENERAL,positive
,,DRINKS#STYLE_OPTIONS,positive
,And the upstairs is a great place to hang out.,AMBIENCE#GENERAL,positive
,"Not alot of smoking places left in New York, but I have found my favorite smoking balconey in the city.",RESTAURANT#MISCELLANEOUS,positive
,Kudos to these guys.,RESTAURANT#GENERAL,positive
,I found a new home and just moved with a long lease.,RESTAURANT#GENERAL,positive
,Thank you,,
en_BlueRibbonSushi_478218520,Go Beyond the California Rolls...,,
,The sushi here is delicious!,FOOD#QUALITY,positive
,They have a wide variety of fish and they even list which oceans they come from; Atlantic or Pacific.,FOOD#STYLE_OPTIONS,positive
,"I've had the Jellyfish, Horse Mackerel, Blue Fin Tuna and the Sake Ikura roll among others, and they were all good.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,My only negative comment is that I wish the pieces were a little bigger.,FOOD#STYLE_OPTIONS,negative
,"The decor is rustic, traditional Japanese.",AMBIENCE#GENERAL,neutral
,"The crowd is mixed yuppies, young and old.",RESTAURANT#MISCELLANEOUS,neutral
,The service was courteous and attentive.,SERVICE#GENERAL,positive
en_CatalRestaurant__UvaBar_477861889,Mediocre food,FOOD#QUALITY,neutral
,– We ate on the outside patio area for dinner on a Saturday night.,,
,The outside patio area has an abbreviated menu.,FOOD#STYLE_OPTIONS,neutral
,"We ordered the marinated grapes, buffalo style chicken wings, and the turkey sandwich.",,
,My g/f and I both agreed the food was very mediocre especially considering the price.,FOOD#QUALITY,negative
,,FOOD#PRICES,negative
,"We are locals, and get the feeling the only way this place survives with such average food is because most customers are probably one-time customer tourists.",FOOD#QUALITY,negative
,,RESTAURANT#GENERAL,negative
,Service was decent.,SERVICE#GENERAL,neutral
,Drinks were good.,DRINKS#QUALITY,positive
,Unless you are just stopping in for a few drinks I wouldn't recommend going here.,DRINKS#QUALITY,positive
,,RESTAURANT#GENERAL,negative
,You are likely to be disappointed.,RESTAURANT#GENERAL,negative
en_CatalRestaurant__UvaBar_477861893,"Excellent food, nice ambience, fairly expensive",FOOD#QUALITY,positive
,,AMBIENCE#GENERAL,positive
,,RESTAURANT#PRICES,negative
,– I loved the pumpkin ravioli and the goat cheese gnocchi (5 big ones to a plate instead of 20 or so little gnocchis) and my sister loved her filet mignon on top of spinach and mashed potatoes.,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#STYLE_OPTIONS,positive
,,FOOD#QUALITY,positive
,The ambiance was a peaceful and relaxing break amongst all the kids running around in Downtown Disney.,AMBIENCE#GENERAL,positive
,"It was romantic - and even nice even with my sister, reminded me of Italy, and had artwork and music that kept up the feeling of being in a Mediterrean villa.",AMBIENCE#GENERAL,positive
,,AMBIENCE#GENERAL,positive
,,AMBIENCE#GENERAL,positive
,I recommend it for a night when you want to splurge! (it was a bit expensive),RESTAURANT#GENERAL,positive
,,RESTAURANT#PRICES,negative
en_India'sGrill_477960693,Best Indian food in L.A.,FOOD#QUALITY,positive
,"– I've been to over a dozen Indian places in L.A., and this is still my favorite.",,
,"The best thing is, the prices are also quite reasonable.",RESTAURANT#PRICES,positive
,The chicken curry and chicken tikka masala are my favorite meat dishes.,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,The chana masala (garbanzo beans) are also excellent.,FOOD#QUALITY,positive
,"It's located in a strip mall near the Beverly Center, not the greatest location, but the food keeps me coming back for more.",LOCATION#GENERAL,neutral
,,FOOD#QUALITY,positive
en_India'sGrill_477960694,hidden little jem,RESTAURANT#GENERAL,positive
,– tucked away over by the Beverly Center.,LOCATION#GENERAL,neutral
,Never too crowded and always great service.,SERVICE#GENERAL,positive
,,RESTAURANT#MISCELLANEOUS,positive
,I think I have probably tried each item on their menu at least once it is all excellent.,FOOD#QUALITY,positive
,I can highly recommend their various saag and paneer and korma.,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,"You routinely see Indian families and friends dining there, which is always a good sign.",RESTAURANT#MISCELLANEOUS,positive
,I appreciate their delivery too.,SERVICE#GENERAL,positive
en_India'sGrill_477960698,Nice food but no spice!,FOOD#QUALITY,positive
,,FOOD#QUALITY,negative
,– I really enjoyed my meal here.,FOOD#QUALITY,positive
,"I had yummy lamb korma, saag paneer, samosas, naan, etc.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,The food was all good but it was way too mild.,FOOD#QUALITY,positive
,,FOOD#QUALITY,negative
,"Normally, places ask how hot you want it, but they didn't.",SERVICE#GENERAL,negative
,I should have thought to bring it up but never expected the food to be that mild.,FOOD#QUALITY,negative
,I will give them another chance and make sure to tell them to kick it up several notches.,,
,"The naan was some of the best I've had and I really enjoyed the bhartha, not too tomatoey.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,"Even the chickpeas, which I normally find too dry, were good.",FOOD#QUALITY,positive
,And they packaged everything nicely so it didn't spill.,SERVICE#GENERAL,positive
en_MercedesRestaurant_478010599,awesome find,RESTAURANT#GENERAL,positive
,"– I don't understand how I was a stranger to this place for so long... the fajita salad, the colorado, the fajitas - EVERYTHING is delicious.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,RESTAURANT#GENERAL,positive
,I love the warm & cosy environment.,AMBIENCE#GENERAL,positive
,I just found out that you can have the place to yourself on nights and weekends for a private party - can't wait to celebrate my next birthday there.,RESTAURANT#MISCELLANEOUS,positive
en_OpenSesame_477970770,"best restaurant in the world, great decor, great customer service, friendly manager",RESTAURANT#GENERAL,positive
,,AMBIENCE#GENERAL,positive
,,SERVICE#GENERAL,positive
,,SERVICE#GENERAL,positive
,– first of all henrymillionare you dont know a thing about middle eastern food so dont talk.,,
,"Cry me a river, stop complaining you obviously you have no taste in food.",,
,i am never disappointed with there food.,FOOD#QUALITY,positive
,the atmosphere is great.,AMBIENCE#GENERAL,positive
,and all you other people that have a problem get some help,,
en_MercedesRestaurant_478010601,great lunch spot,RESTAURANT#GENERAL,positive
,– Great financial district mexican spot.,RESTAURANT#GENERAL,positive
,"Always busy, but they are good at seating you promptly and have quick service.",SERVICE#GENERAL,positive
,,SERVICE#GENERAL,positive
,"Everything I've had here is good, taco salads, burritos, enchiladas i love this place.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,RESTAURANT#GENERAL,positive
,,FOOD#QUALITY,positive
,Also have great margaritas!,DRINKS#QUALITY,positive
,You can order to go if you have to get back to the office too!,SERVICE#GENERAL,positive
en_OpenSesame_477970938,Lebanese Food!Yum!,FOOD#QUALITY,positive
,"– I've been to Open Sesame only once, but I'm still reeling from the experience!!",RESTAURANT#GENERAL,positive
,The food is simply unforgettable!,FOOD#QUALITY,positive
,I had the beef kabobs with a side of cucumber yogurt.,,
,"The presentation of the food was an added bonus, it looked just as great as it tasted!",FOOD#STYLE_OPTIONS,positive
,,FOOD#QUALITY,positive
,My best friend had the chicken shawarma and she STILL raves about it being the best anywhere!,FOOD#QUALITY,positive
,Her sister had the baklava for dessert!,,
,"What a tastly, flaky treat!",FOOD#QUALITY,positive
,The staff are friendly and the decor was ethic and colorful.,SERVICE#GENERAL,positive
,,AMBIENCE#GENERAL,positive
,GO TO OPEN SESAME!!!,RESTAURANT#GENERAL,positive
en_OpenSesame_477970940,Holy Hummus!,FOOD#QUALITY,positive
,"– The food is here is incredible, though the quality is inconsistent during lunch.",FOOD#QUALITY,positive
,,FOOD#QUALITY,negative
,"Dinners have always been excellent, in terms of food quality.",FOOD#QUALITY,positive
,The open sesame combo plate is a bargain for the heap of food given.,FOOD#PRICES,positive
,,FOOD#STYLE_OPTIONS,positive
,"The side of potatoes is to die for, as is the labne (yogurt dip).",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,"Also, they serve THE best hummus in America, with a drizzle of fragrant olive oil (which, I believe is the traditional way)!",FOOD#QUALITY,positive
,,FOOD#STYLE_OPTIONS,positive
,The only drawback is the crowded seating and the slow service.,RESTAURANT#MISCELLANEOUS,negative
,,SERVICE#GENERAL,negative
,There have been several occasions when we've just not gotten some side dishes we've ordered.,SERVICE#GENERAL,negative
,"However, this place is a gem, and I won't stop going back.",RESTAURANT#GENERAL,positive
en_ParkChaletGardenRestaurant_477778171,great beer,DRINKS#QUALITY,positive
,– My first time to dine at this restaurant was with my son and it was absolutely horrible!,RESTAURANT#GENERAL,negative
,We waited over 30 minutes for our drinks and over 1 1/2 hours for our food.,SERVICE#GENERAL,negative
,I swore never to return for a warm beer and mediocre meal.,DRINKS#QUALITY,negative
,,FOOD#QUALITY,negative
,"HOWEVER, one Sunday afternoon my husband and I did go (although with my loud protests) and were pleasantly surprised.",RESTAURANT#GENERAL,positive
,The band was very good and the service was attentive.,AMBIENCE#GENERAL,positive
,,SERVICE#GENERAL,positive
,"Outside in the area between the restaurant and the park, children were running around while their parents sipped wine.",,
,"We ordered a selection of the small plates, and the shoe string onions, goat cheese pizza, grilled asparagus and fried brie with fruit were all very good.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,It was like dining at a completely different restaurant.,RESTAURANT#GENERAL,positive
,"We have since returned and also had a great experience, sampling more small plates and a variety of the beer ( cold and good).",DRINKS#QUALITY,positive
,,RESTAURANT#GENERAL,positive
,"We did have the same waiter the second time, so maybe the service is spotty and our luck is good.",SERVICE#GENERAL,positive
,Sunday afternoons there is a band playing and it is lots of fun.,AMBIENCE#GENERAL,positive
en_Ray'sBoathouse_477775917,Seattle's BEST Winelist,DRINKS#STYLE_OPTIONS,positive
,– Ray's (suprisingly) has the city's BEST & most diverse wine list.,DRINKS#STYLE_OPTIONS,positive
,"The sommelier is fantastic, down-to-earth, & extremely knowlegable.",SERVICE#GENERAL,positive
,I would go back for the wine experience alone.,DRINKS#QUALITY,positive
,Nice job!,RESTAURANT#GENERAL,positive
en_SchoonerOrLater_477965848,NOT THE PLACE IT ONCE WAS,RESTAURANT#GENERAL,negative
,"– It is sad to see a place that was once ""THE"" place to meet and eat for Bfast or Lunch, now be the place that is a big ""DONT BOTHER.""",RESTAURANT#GENERAL,negative
,"The food is not what it once was (potions have seriously seen downsizing) prices have gone up, and the service is the worst I have experienced anywhere (including mainland Europe).",FOOD#QUALITY,negative
,,FOOD#STYLE_OPTIONS,negative
,,SERVICE#GENERAL,negative
,,FOOD#PRICES,negative
,What may be interesting to most is the worst sevice/attitude comes from the owners of this establishment.,SERVICE#GENERAL,negative
