rid,sentences__sentence__text,sentences__sentence__Opinions__Opinion__category,sentences__sentence__Opinions__Opinion__polarity
,,MOTHERBOARD#QUALITY,negative
,,SUPPORT#QUALITY,negative
,This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,LAPTOP#MISCELLANEOUS,negative
,Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.,LAPTOP#MISCELLANEOUS,negative
,the whole experiece is horrible so save up and buy a better laptop.,LAPTOP#GENERAL,negative
97,I bought a HP Pavilion DV4-1222nr laptop and have had so many problems with the computer.,LAPTOP#GENERAL,negative
,"The computer is so slow, even after paying staples the extra money to speed it up.",LAPTOP#OPERATION_PERFORMANCE,negative
,They said it was a computer error on this type of computer.,LAPTOP#MISCELLANEOUS,negative
,"Also, I have alot of trouble with it getting very hot, and not even sitting on anything to make it hot.",LAPTOP#QUALITY,negative
,"When the computer has been on for several minutes, it will occasionaly just go off by itself.",LAPTOP#OPERATION_PERFORMANCE,negative
,"Also, the battery does not last very long at all.",BATTERY#OPERATION_PERFORMANCE,negative
,I would recommend not buying this product.,LAPTOP#GENERAL,negative
,I have had no luck with staples or HP to resolve this problem.,SUPPORT#QUALITY,negative
,I am stuck with a laptop that I cannot do very much with.,LAPTOP#GENERAL,negative
,"Also, I have had alot of trouble with the keys sticking and will not type correctly.",KEYBOARD#OPERATION_PERFORMANCE,negative
,"Also, I have had alot of trouble with the shift key to go to other lines.",KEYBOARD#OPERATION_PERFORMANCE,negative
,"It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",KEYBOARD#OPERATION_PERFORMANCE,negative
,,KEYBOARD#USABILITY,negative
,Sometimes the screen even goes black on this computer.,DISPLAY#OPERATION_PERFORMANCE,negative
,Will probably never buy a HP again.,COMPANY#GENERAL,negative
145,Purchased a Toshiba Lap top it worked good until just after the warrenty went out.,LAPTOP#QUALITY,neutral
,,LAPTOP#OPERATION_PERFORMANCE,neutral
,After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,HARD_DISC#QUALITY,negative
,,SUPPORT#PRICE,negative
,"Before we got this laptop, had a compaq pasaro for 5 years with no problems.",,
,After the bad experience with this computer went back to compaq.,,
230,I hate it.,LAPTOP#GENERAL,negative
,I have had the luxury (sarcasm) of owning 2 of these laptops.,LAPTOP#GENERAL,negative
,The first fell apart right after the 1-year-warranty.,LAPTOP#QUALITY,negative
,"During that time, I had to send it back 3 times.",LAPTOP#QUALITY,negative
,I paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me.,LAPTOP#DESIGN_FEATURES,negative
,,LAPTOP#QUALITY,negative
,,LAPTOP#PRICE,negative
,None of the techs at HP knew what they were doing.,SUPPORT#QUALITY,negative
,"They would repair one thing, send it back and it would still have the same problem.",SUPPORT#QUALITY,negative
,"The processor went on me, the fan went and the motherboard went.",CPU#QUALITY,negative
,,FANS_COOLING#QUALITY,negative
,,MOTHERBOARD#QUALITY,negative
,"I wanted to purchase the extended warranty and they refused, because they knew it was trouble.",SUPPORT#QUALITY,negative
,,LAPTOP#GENERAL,negative
,I had something else go wrong and they said it had to be in good working order to be able to buy the warranty.,SUPPORT#QUALITY,negative
,I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,WARRANTY#PRICE,neutral
,I sent it back AND THEY LOST IT.,SUPPORT#QUALITY,negative
,I waited and waited and no laptop.,SUPPORT#QUALITY,negative
,Finally after months of research the discovered that they mailed it to a Walmart and there probably would be no way to find the box.,SUPPORT#QUALITY,negative
,"I waited another month for approval and for them to ""BUILD"" me a new laptop.",SUPPORT#QUALITY,negative
,I was psyched.,,
,I thought all my problems would finally be solved being that my old computer wouldn't go onto our wireless network and I wouldn't have the same problems because it was updated.,LAPTOP#CONNECTIVITY,negative
,Here we are another year later and the computer is doing the same thing.,SUPPORT#QUALITY,negative
,HP didn't fix it.,SUPPORT#QUALITY,negative
,I swear they design these things to go to crap after a year so you are stuck and have to buy a new one.,LAPTOP#QUALITY,negative
,"I use my friends and family's $2000 laptops and they are fast and reliable and HP, well, I'll never buy or recommend an HP to anyone!",,
130,bought notebook 07/2009.,,
,in 5 months the connect quality got worse and worse.,LAPTOP#CONNECTIVITY,negative
,,LAPTOP#QUALITY,negative
,1st time they got it working the next 5 month they had me send it in.,SUPPORT#QUALITY,negative
,returned it.,LAPTOP#GENERAL,negative
,5 months dead again.,LAPTOP#QUALITY,negative
,They say sorry out of warranty.,SUPPORT#QUALITY,negative
,Summary: They played games with me for the warranty period.,SUPPORT#QUALITY,negative
,Now 17 months later they want (would not say exact amount) $165.00 to $400 to fix the machine.,SUPPORT#PRICE,negative
,They had me send in the machine last April returned it to me in May with no documentation on what was done it anything.,SUPPORT#QUALITY,negative
,Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,LAPTOP#CONNECTIVITY,negative
,,SUPPORT#QUALITY,negative
,So buyer beware when buying Toshiba,COMPANY#GENERAL,negative
52,I bought this laptop the moment unibody product came to the market.,,
,"I also bought one for my wife, and 3 for my office.",,
,"They are wonderful, but very dangerous when it comes to emitting heat.",LAPTOP#GENERAL,positive
,,LAPTOP#QUALITY,negative
,"I burned my leg, after lifting it from my desk, and for less than 5 second putting it on my lap to clean my coffee table, so I can place it there.",LAPTOP#QUALITY,negative
,"I had to call Apple 19 times (each time 40 to 75 minutes on the phone), and take it to their store for evaluations, and diagnostics, 5 times.",SUPPORT#QUALITY,negative
,"This is what they told me: It heats up, and that is the reason we no longer call them laptops, and simply categorize them as portables.",,
,"You might think, I am new in this game, but I am a gadget lover, and have had more than 2 dozens laptops in the past 15 years, and none gets this hot, that fast.",,
,I also experience the same with my MacBook Air.,,
,"So you might ask, what did Apple do for me?",,
,"For my burn thigh which has put a permanent mark on my skin (it happened 7 months ago) they offered me an ITouch 8Gig (you know it is a bit insulating when a company this rich, offer a loyal customer like me, a bottom of their product line as a gift for events like this).",COMPANY#GENERAL,negative
,"Steve Jobs, probably needs help and donations, and cannot afford a reasonable offers for people that truly are trying to support his baby.",COMPANY#GENERAL,negative
,"The lesson learned here is: It does not pay to by this loyal to any brand, since all of them are there to simply  to make as much money as possible, as fast as they can, and in this day and age, the customer no longer is right all the times.",COMPANY#GENERAL,negative
,Sad very SAD.,,
235,I had meant to purchase the NB205 and bought this one by accident (long story).,,
,"I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.",LAPTOP#DESIGN_FEATURES,neutral
,Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.,HARD_DISC#QUALITY,negative
,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",SUPPORT#QUALITY,positive
,"I have had the netbook for 2 months and I love it, I read some reviews that say netbooks are slow but it does not seem any slower than the other computers I use.",,
,"Also the speakers are not very loud, But it is a netbook.",MULTIMEDIA_DEVICES#QUALITY,neutral
,Would HIGHLY recommend this netbook though.,LAPTOP#GENERAL,positive
49,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",,
,I custom ordered the machine from HP and could NOT understand the techie due to his accent.,SUPPORT#QUALITY,negative
,Finally was able to reach a young lady in California and ordered the machine and was subsequently given a delivery date.,,
,"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.",,
,The computer was two weeks late in delivery because HP forgot to complete the required import paperwork.,SHIPPING#QUALITY,negative
,"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.",LAPTOP#QUALITY,negative
,,LAPTOP#PRICE,negative
,"Although my model was listed as recalled, HP denied my claim.",SUPPORT#QUALITY,negative
,"Accordingly, I have decided to NEVER purchase another HP product (my five year old Compaq) lasted 5-years before the hard drive crashed.",,
,I visited the Apple Store and was impressed with the 17-inch MacBook Pro.,,
,"The quality, engineering design and warranty are superior--covers damage from dropping the laptop.",,
,"If the number of patrons in the Apple store are any indication, HP and other PC manufacturers need to take note.",,
53,"This laptop leaves alot to be desired, I have had it only 5 months and have had to send it away to be repaired twice...",LAPTOP#GENERAL,negative
,,LAPTOP#QUALITY,negative
,"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....",SOFTWARE#GENERAL,negative
,,LAPTOP#DESIGN_FEATURES,neutral
,,LAPTOP#OPERATION_PERFORMANCE,negative
,If you shop around in the current market you can find a much better deal.,LAPTOP#GENERAL,negative
,"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",SUPPORT#QUALITY,positive
,,SHIPPING#QUALITY,negative
60,Unable to boot up this brand new laptop.,LAPTOP#QUALITY,negative
,,LAPTOP#OPERATION_PERFORMANCE,negative
,Spent 2 hours on phone with HP Technical Support.,SUPPORT#QUALITY,negative
,"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",SUPPORT#QUALITY,negative
,They are asking me to ship the unit back to fix it at their site.,SUPPORT#QUALITY,neutral
,I am going to go back and return at Store I bought from!,LAPTOP#GENERAL,negative
89,This computer had exactly the specifications I needed.,LAPTOP#DESIGN_FEATURES,positive
,"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",LAPTOP#DESIGN_FEATURES,positive
,,LAPTOP#PORTABILITY,positive
,,LAPTOP#OPERATION_PERFORMANCE,positive
,The perfect notebook...,LAPTOP#GENERAL,positive
,When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed.,LAPTOP#OPERATION_PERFORMANCE,negative
,The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,LAPTOP#CONNECTIVITY,negative
,"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",SUPPORT#QUALITY,negative
,"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",SUPPORT#QUALITY,negative
,Needless to say a PC that can't support a cell phone is less than useless!,LAPTOP#CONNECTIVITY,negative
92,"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.",SUPPORT#QUALITY,negative
,,COMPANY#GENERAL,negative
,I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,SUPPORT#QUALITY,negative
,"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.",POWER_SUPPLY#QUALITY,negative
,,POWER_SUPPLY#OPERATION_PERFORMANCE,negative
,"Call tech support, standard email the form and fax it back in to us.",,
,"I called back to ensure that received it, they had.",,
,But no one could tell me when my part would be shipped nor could they tell me where to buy it ON THEIR WEBSITE!!!,SUPPORT#QUALITY,negative
,Frustrated I hung up and tried to call back 3 days later to be told that it takes 2-3 days for turnaround time.,SUPPORT#QUALITY,negative
,This was the 3rd day and part still had not been shipped.,SUPPORT#QUALITY,negative
,Asked the customer service rep.,,
,"If it's not shipped on the next business day, called on a Friday they are closed on weekends, what was the next step.",,
,"The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.",SUPPORT#QUALITY,negative
,Was searching online for a power supply when I found this site.,,
,I'm tired of the inept service.,SUPPORT#QUALITY,negative
,If you are looking for a netbook pc DO NOT BUY FROM ASUS!!!,COMPANY#GENERAL,negative
,Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,POWER_SUPPLY#OPERATION_PERFORMANCE,negative
,,POWER_SUPPLY#DESIGN_FEATURES,negative
,I'M REALLY FRUSTRATED BY THIS EXPERIENCE.,LAPTOP#GENERAL,negative
,HOW DOES THE POWER SUPPLY NOT WORK!!!,POWER_SUPPLY#OPERATION_PERFORMANCE,negative
,"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!",,
310,Our Apple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook and has become such an integral part of completing our daily needs and social networking.,LAPTOP#MISCELLANEOUS,positive
,"I do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv.",LAPTOP#GENERAL,positive
,,LAPTOP#MISCELLANEOUS,positive
,"It pretty much does everything we could ever need, and looks great to boot.",LAPTOP#OPERATION_PERFORMANCE,positive
,,LAPTOP#DESIGN_FEATURES,positive
,"Apple is always great about the aesthetics of things, they always come up with good looking products.",LAPTOP#DESIGN_FEATURES,positive
,,COMPANY#GENERAL,positive
,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,SOFTWARE#USABILITY,positive
,,LAPTOP#OPERATION_PERFORMANCE,positive
,"So, if you're thinking of a laptop, I would heartily recommend theApple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook for all your needs!",LAPTOP#GENERAL,positive
,"It's great and we will always stick with Apple computers, we have been so happy with them.",LAPTOP#GENERAL,positive
,,COMPANY#GENERAL,positive
41,"I know that everyone thinks Macs are overpriced and overrated, but once you get past the initial expense you'll find that they're worth every penny (besides, there's always the financing plan that Best Buy offers).",,
,"The 13"" MacBook Pro is portable, durable, and very capable.",LAPTOP#QUALITY,positive
,,LAPTOP#PORTABILITY,positive
,,LAPTOP#OPERATION_PERFORMANCE,positive
,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",BATTERY#OPERATION_PERFORMANCE,positive
,,LAPTOP#MISCELLANEOUS,positive
,"It's also very energy efficient, running on a quarter of the power it takes to run a 60 Watt lightbulb.",LAPTOP#OPERATION_PERFORMANCE,positive
,"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.",GRAPHICS#GENERAL,positive
,,LAPTOP#MISCELLANEOUS,positive
,It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).,,
,"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",OS#USABILITY,positive
,,MOUSE#DESIGN_FEATURES,positive
,"Typically, when I purchase a new laptop I always end up using an external mouse for convenience.",,
,"However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).",MOUSE#DESIGN_FEATURES,positive
,,MOUSE#USABILITY,positive
,"Still, this laptop is perfect for all day use at school and work.",LAPTOP#MISCELLANEOUS,positive
,They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).,LAPTOP#QUALITY,positive
42,Me and my boyfriend bought the Gateway NV78 in nov of 09.,,
,Bought with a credit card.,,
,Probbly the worst decision we ever made!,LAPTOP#GENERAL,negative
,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,KEYBOARD#QUALITY,negative
,,HARD_DISC#QUALITY,negative
,the place we bought it from said that after they send it out to gateway 4 times they would give us a new one.,,
,the last time we took it to get fixed the guy said that most likely it is a reppative problem and will keep happeneing so hopefully we can get a new one very soon!,,
,pretty much everything else about the computer is good it just stops working out of no were.,LAPTOP#GENERAL,positive
,,LAPTOP#OPERATION_PERFORMANCE,negative
,i love the size of the computer since i play games on it.,LAPTOP#DESIGN_FEATURES,positive
,i also love having the extra calculator number set up on the keyboard which most laptops do not have.,KEYBOARD#DESIGN_FEATURES,positive
,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,KEYBOARD#DESIGN_FEATURES,negative
,,KEYBOARD#USABILITY,negative
,So i would not reccomend anyone buying this computer,LAPTOP#GENERAL,negative
6,"First, it does not have a push button to open the lid.",LAPTOP#DESIGN_FEATURES,negative
,It is held in place magnetically.,LAPTOP#DESIGN_FEATURES,neutral
,There is a little indent to help open it - but good luck with that.,LAPTOP#DESIGN_FEATURES,neutral
,,LAPTOP#USABILITY,negative
,"Once open, the leading edge is razor sharp.",LAPTOP#DESIGN_FEATURES,negative
,This is the complete opposite to an ergonomic design.,LAPTOP#DESIGN_FEATURES,negative
,,LAPTOP#USABILITY,negative
,Using this machine is like a mild form of torture.,LAPTOP#USABILITY,negative
,"In the shop, these MacBooks are encased in a soft rubber enclosure - so you will never know about the razor edge until you buy it, get it home, break the seal and use it (very clever con).",,
,The much lauded combined touch pad and clicker is a nightmare.,MOUSE#DESIGN_FEATURES,negative
,I lost two items I was working on until I figured out what was happening.,MOUSE#OPERATION_PERFORMANCE,negative
,,MOUSE#USABILITY,negative
,"Also, the space bar makes a noisy click every time you use it.",KEYBOARD#QUALITY,negative
,"I hate to say this, but if I could take this back to the shop and get my money back, then I would.",LAPTOP#GENERAL,negative
,"It is absolutely horrible to use, despite all its so called advanced features.",LAPTOP#USABILITY,negative
,,LAPTOP#DESIGN_FEATURES,neutral
,I regret buying it before understanding how awful it is to use.,LAPTOP#GENERAL,negative
,,LAPTOP#USABILITY,negative
,"Buy this if you like being tortured, teased, frustrated and wasting twice as much time as you spent using your old Mac.",,
,It's a bummer and one out of five is being kind.,LAPTOP#GENERAL,negative
,My Mac has gone from being a trusted friend to an adversary.,LAPTOP#GENERAL,negative
,I'm going to try and keep my old G4 on the road for as long as possible.,,
,"In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.",LAPTOP#GENERAL,negative
68,"This is the first time that I tried and owning a netbook although I have used 3 different laptops in the past 10 years, I find not much difference except of course for the screen size.",,
,But the screen size is not that bad for email and web browsing.,DISPLAY#DESIGN_FEATURES,neutral
,I like this machine because its very lightweight...,LAPTOP#DESIGN_FEATURES,positive
,very convenient when you travel and the battery life is excellent...,BATTERY#OPERATION_PERFORMANCE,positive
,,LAPTOP#PORTABILITY,positive
,10 hours of battery life is really something else....,BATTERY#OPERATION_PERFORMANCE,positive
,I highly recommend that you buy this product.,LAPTOP#GENERAL,positive
7,"I've owned every ""Pro"" model Apple laptop for the last 8 years, this is BY FAR the WORST one I've ever had.",,
,"It crashes, and when it goes flat, it just DIES (like a PC, maybe worse) and I loose all my open documents!",LAPTOP#OPERATION_PERFORMANCE,negative
,I Hate it!,LAPTOP#GENERAL,negative
70,It is the easiest computer I have ever used,LAPTOP#USABILITY,positive
,I have had some excellent computer and have found I had no idea what to do with them,,
,"I saw this one, and I have the most difficult time trying to use them, they've made great dust collectors, I hate putting this computer down",,
,I LOVE IT!,LAPTOP#GENERAL,positive
,I can't say enough good for it!,LAPTOP#GENERAL,positive
72,It's A MAC!!,LAPTOP#GENERAL,positive
,"I fine Apple MC373LL/A 2.66GHz 15"" Macboook Pro Notebook meets all my needs for a laptop computer when on the go.",LAPTOP#GENERAL,positive
,I like to use it at the race track to handiecap the horse races.,LAPTOP#MISCELLANEOUS,positive
,It's face and depanable.,LAPTOP#QUALITY,positive
,As a graphic arts a retired instructor I still love to play with the graphic with photos and clip art .....,LAPTOP#MISCELLANEOUS,positive
,it's just a great toy to have around.,LAPTOP#GENERAL,positive
73,very very slow laptop.,LAPTOP#OPERATION_PERFORMANCE,negative
,tons of bloatware and junk programs.,LAPTOP#DESIGN_FEATURES,negative
,,SOFTWARE#GENERAL,negative
,can't reinstall with standard os cd because of proprietary hardware drivers.,LAPTOP#USABILITY,negative
,,SOFTWARE#GENERAL,negative
,keys are all in weird places and is way too large for the way it is designed.,KEYBOARD#DESIGN_FEATURES,negative
,,LAPTOP#DESIGN_FEATURES,negative
,lots of extra space but the keyboard is ridiculously small.,KEYBOARD#DESIGN_FEATURES,negative
,,LAPTOP#DESIGN_FEATURES,neutral
266,Amazing machine.,LAPTOP#GENERAL,positive
,"It is a big big, but since it has a 18.4"" screen what would you expect!",LAPTOP#DESIGN_FEATURES,neutral
,It is truly a Desktop Replacement.,LAPTOP#MISCELLANEOUS,positive
,Very fast and efficient!,LAPTOP#OPERATION_PERFORMANCE,positive
,Does a great job with video shot on a Canon 5D MKII.,LAPTOP#MISCELLANEOUS,positive
,Very happy with my 7th Toshiba laptop!,LAPTOP#GENERAL,positive
259,"The touchpad is very intuitive, so much so that I never want to use buttons to click again!",MOUSE#USABILITY,positive
,"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",,
,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",SOFTWARE#GENERAL,positive
,,LAPTOP#DESIGN_FEATURES,positive
,I especially appreciate the fact that it has almost zero viruses and spyware problems!,LAPTOP#QUALITY,positive
,"The only drawback for me is how dirty the screen gets, and rather quickly too.",DISPLAY#QUALITY,negative
,I'm hoping that I can find a really quick way to clean it without it getting too gross.,,
,I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,LAPTOP#USABILITY,positive
,Now I have the best of both worlds with all of the power and ease of the Mac!,LAPTOP#OPERATION_PERFORMANCE,positive
,,LAPTOP#GENERAL,positive
,,LAPTOP#USABILITY,positive
,"I also got the added bonus of a 30"" HD Monitor, which really helps to extend my screen and keep my eyes fresh!",LAPTOP#MISCELLANEOUS,positive
100,I never have had a good result with this computer.,LAPTOP#GENERAL,negative
,"I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",LAPTOP#QUALITY,negative
,"They told me it was my loss even though it was the computer, not  what I've done.",SUPPORT#QUALITY,negative
,"The hard drive crashed as well, and I had to buy a new  power cord.",HARD_DISC#QUALITY,negative
,,POWER_SUPPLY#QUALITY,negative
,"They told me to reprogram the computer, and I didn't need  to do that, and I lost pictures of my oldests first 2 years of her  life.",SUPPORT#QUALITY,negative
,"I don't like this company nor the toshiba brand, and I'll never  buy another one because I've put more into it then it is worth.",COMPANY#GENERAL,negative
,,LAPTOP#GENERAL,negative
,I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.,COMPANY#GENERAL,negative
147,I just bought this laptop 3 days ago.,,
,The right speaker did not work.,MULTIMEDIA_DEVICES#QUALITY,negative
,,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative
,I took it back to the store and exchanged it for another one.,,
,"Again, the same problem, the right speaker did not work.",MULTIMEDIA_DEVICES#QUALITY,negative
,,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative
,I returned the 2nd laptop for a full refund.,LAPTOP#GENERAL,negative
149,the mouse pad and buttons are the worst i've ever seen.,MOUSE#GENERAL,negative
,sometimes you will be moving your finger and the pointer will not even move.,MOUSE#OPERATION_PERFORMANCE,negative
,the mouse buttons are hard to push.,MOUSE#USABILITY,negative
,i cant believe HP put this out.,COMPANY#GENERAL,negative
,,LAPTOP#GENERAL,negative
,do not buy you will be disappointed.,LAPTOP#GENERAL,negative
,i'm returning mine,LAPTOP#GENERAL,negative
150,dell is a decently made pc.,LAPTOP#GENERAL,neutral
,although its windows vista compared to windows xp sucks.,,
,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,GRAPHICS#GENERAL,negative
,,LAPTOP#DESIGN_FEATURES,negative
,,LAPTOP#USABILITY,negative
,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,LAPTOP#DESIGN_FEATURES,negative
,,LAPTOP#USABILITY,negative
,so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,LAPTOP#GENERAL,negative
275,"I love HP,, it's the only computer/printer we will buy.",COMPANY#GENERAL,positive
,,LAPTOP#GENERAL,positive
,Got this for a graduation gift for my daughter for her to use at college.,,
,This is perfect for her field.,LAPTOP#MISCELLANEOUS,positive
104,"At first when I got this product, I loved it.",LAPTOP#GENERAL,positive
,"The computer itself was fast, ran smoothly, and had no problems.",LAPTOP#OPERATION_PERFORMANCE,positive
,,LAPTOP#GENERAL,positive
,"Then, within 5 months, the charger crapped out on me.",POWER_SUPPLY#QUALITY,negative
,"So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty.",SUPPORT#QUALITY,negative
,"2 months later, the battery went.",BATTERY#QUALITY,negative
,"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.",BATTERY#OPERATION_PERFORMANCE,negative
,,SUPPORT#QUALITY,negative
,"THEN, one month after the warranty expired, the replacement charger went.",POWER_SUPPLY#MISCELLANEOUS,negative
,I had to pay $100 for a universal charger for this cheap $300 laptop.,LAPTOP#MISCELLANEOUS,negative
,Not worth it one bit.,LAPTOP#GENERAL,negative
,"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.",LAPTOP#DESIGN_FEATURES,negative
,,LAPTOP#QUALITY,negative
,,SUPPORT#QUALITY,negative
,"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.",DISPLAY#QUALITY,negative
,,LAPTOP#PRICE,positive
,"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",LAPTOP#QUALITY,negative
,And it is impossible to get them back in.,LAPTOP#QUALITY,negative
122,Strengths:Well-shaped,LAPTOP#DESIGN_FEATURES,positive
,Weaknesses:A bad videocard!,GRAPHICS#GENERAL,negative
,"Posted Nov 8, 2010 -",,
,Two weeks ago I bought this notebook.,,
,What can I say.,,
,The first programm I switched on was a game for my children.,,
,After 20-30 min the screen of the notebook switched off.,DISPLAY#OPERATION_PERFORMANCE,negative
,"It was still working, but there was nothing on the screen.",DISPLAY#OPERATION_PERFORMANCE,negative
,I was said it's videocard.,GRAPHICS#GENERAL,negative
,Very disappointed!,LAPTOP#GENERAL,negative
,Didn't expect to repair it at once!,LAPTOP#QUALITY,negative
,Going to bring it to service today.,,
,Don't buy this model.,LAPTOP#GENERAL,negative
124,An absolutely hateful machine that no one should get of their own free will.,LAPTOP#GENERAL,negative
,I just can't fathom that the celebrated Dell would last a week in environment of free competition with normal products - it only survives b/c its substandard laptops are forced onto captive students and employees through question-raising programs.,,
,"Mine came at $1,700 w/o a DVD burner (!).",LAPTOP#DESIGN_FEATURES,negative
,,LAPTOP#PRICE,negative
,Enough said.,,
,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",DISPLAY#DESIGN_FEATURES,negative
,"The 4 USB ports are nice, but the two on the side only work now and then.",LAPTOP#DESIGN_FEATURES,positive
,,PORTS#QUALITY,negative
,,PORTS#OPERATION_PERFORMANCE,negative
,Keyboard could use some trimming.,KEYBOARD#DESIGN_FEATURES,negative
,"Did I mention everything about it, from size to weight to keyboard screams BULK?",KEYBOARD#GENERAL,negative
,,LAPTOP#DESIGN_FEATURES,negative
,,LAPTOP#GENERAL,negative
263,I'm glad I made the choice to switch and buy this MAC.,LAPTOP#GENERAL,positive
,The benefits were immediate!,LAPTOP#GENERAL,positive
,Awesome graphics!,GRAPHICS#GENERAL,positive
,Applications respond immediately (not like the tired MS applications).,,
,"I can actually get work done with this MAC, and not fight with it like my tired old PC laptop.",,
,The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!,POWER_SUPPLY#DESIGN_FEATURES,positive
,"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",,
,"After doing CAD work all day at work, using a higher end PC, I couldn't come home and settle for the use of a lower end computer.",,
,This laptop rocks (only wish it could run SolidWorks CAD - which Apple doesn't support)!,LAPTOP#GENERAL,positive
,,LAPTOP#USABILITY,negative
,"I've saved a lot of time and headaches so far, using my new MacBook Pro.",LAPTOP#GENERAL,positive
,"I am definitely sold, and not going back to PCs for home use!",,
257,I previously owned an HP desktop and a Dell laptop.,,
,Both computers started acting extremely slow within the first year of owning them.,,
,"I have never had any issues or problems with my MacBook Pro so far, and it is still as fast as it was when I first bought it.",LAPTOP#GENERAL,positive
,,LAPTOP#QUALITY,positive
,,LAPTOP#OPERATION_PERFORMANCE,positive
